REF_ID,PRED_ID,SOURCE_PREY_NAME,DATABASE_PREY_NAME,PHYSIOLOG_STATE,SED_ORIGIN,PREY_PARTS,LIFE_HIST_STAGE,COND_INDEX,SEX,SEX_RATIO,LEN_TYPE,MIN_LEN,MAX_LEN,MN_LEN,BIOMASS,PCT_BIOMASS,N_CONS,PCT_N_CONS,VOL_CONS,PCT_VOL_CONS,FREQ_OCC,PCT_FREQ_OCC,IRI,PCT_IRI,IRIa,IIR,E,PREY_NOTES,FB_FOOD_I,FB_FOOD_II,FB_FOOD_III,FB_STAGE
4l,Ptri.4,Class Crustacea,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00388,0.002,NA,NA,NA,NA,1,0.017,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Labidocera aestiva,Labidocera aestiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00582,0.003,NA,NA,NA,NA,5,0.083,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Leucon sp.,Leucon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00194,< 0.001,NA,NA,NA,NA,1,0.017,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Order Amphipoda,Amphipoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00194,< 0.001,NA,NA,NA,NA,1,0.017,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Monoculodes sp.,Monoculodes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00194,0.001,NA,NA,NA,NA,2,0.033,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Suborder Natantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00388,0.002,NA,NA,NA,NA,2,0.033,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Section Caridea,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00194,0.001,NA,NA,NA,NA,1,0.017,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Ogyrides limicola,Ogyrides limicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194,0.01,NA,NA,NA,NA,2,0.033,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Penaeus sp.,Penaeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00582,0.003,NA,NA,NA,NA,1,0.017,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Acetes americanus,Acetes americanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00194,0.001,NA,NA,NA,NA,2,0.033,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Lucifer faxoni,Lucifer faxoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00194,< 0.001,NA,NA,NA,NA,1,0.017,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Suborder Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5044,0.26,NA,NA,NA,NA,43,0.717,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Reptantia megalops,Decapoda,NA,NA,NA,megalops,NA,NA,NA,NA,NA,NA,NA,0.00194,< 0.001,NA,NA,NA,NA,1,0.017,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Family Portunidae,Portunidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4171,0.215,NA,NA,NA,NA,16,0.267,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Callinectes sp.,Callinectes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04074,0.021,NA,NA,NA,NA,2,0.033,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Callinectes sapidus,Callinectes sapidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13968,0.072,NA,NA,NA,NA,16,0.267,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Callinectes similis,Callinectes similis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01358,0.007,NA,NA,NA,NA,3,0.05,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,Pinnixa sp.,Pinnixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00194,0.001,NA,NA,NA,NA,1,0.017,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,fish material,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00388,0.002,NA,NA,NA,NA,1,0.017,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,digested material,Organic matter,digestate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52186,0.269,NA,NA,NA,NA,58,0.967,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,sand and sediment,Sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00388,0.002,NA,NA,NA,NA,1,0.017,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
4l,Ptri.4,fossilized wood fragments,Plantae,NA,NA,fragments,NA,NA,NA,NA,NA,NA,NA,NA,0.11446,0.059,NA,NA,NA,NA,22,0.367,NA,NA,NA,NA,NA,Biomass and Frequency Occurrence are calculated from percents given in text.,NA,NA,NA,NA
6t,Bpat.1,phytoplankton,Chromista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Bpat.1,Prorocentrum spp.,Prorocentrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Bpat.1,tintinnids,Tintinnida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Bpat.1,juvenile copepods,Copepoda,NA,NA,NA,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Lxan.1,juvenile copepods,Copepoda,NA,NA,NA,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Lxan.1,small adult copepods,Copepoda,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Lxan.1,invertebrate eggs,Animalia,NA,NA,eggs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Lxan.1,tintinnids,Tintinnida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Lxan.1,pteropods,Thecosomata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Lxan.1,juvenile pelecypods,Pelecypoda,NA,NA,NA,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Mund.1,juvenile copepods,Copepoda,NA,NA,NA,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Mund.1,adult copepods,Copepoda,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6t,Mcur.1,copepods,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,0.7368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Chromis enchrysurus,Chromis enchrysura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,1,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Chromis insolatus,Chromis insolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,1,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Chromis scotti,Chromis scotti ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Chromis spp.,Chromis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265,NA,NA,6,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Apogonidae,Apogonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,1,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Decapterus punctatus,Decapterus punctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,1,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Haemulidae,Haemulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,1,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Haemulon aurolineatum,Haemulon aurolineatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118,NA,NA,1,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Ioglossus calliurus,Ptereleotris calliura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,NA,NA,2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Rhomboplites aurorubens,Rhomboplites aurorubens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,NA,NA,2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Scarus sp.,Scarus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,1,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Synodontidae,Synodontidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Synodus intermediatus,Synodus intermedius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,1,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58b,Mint.1,Osteichthyes,Osteichthyes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118,NA,NA,3,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.1,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.1,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.2,eel,Anguilliformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.2,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.3,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.3,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.4,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.4,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.5,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.6,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.7,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.8,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.9,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.10,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.11,minnows,Cypriniformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.12,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.13,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.13,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.14,minnows,Cypriniformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.14,eel,Anguilliformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.15,Peprilus burti,Peprilus burti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.16,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.21,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.22,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.23,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.25,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.26,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.26,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.27,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.29,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.29,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.30,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.31,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.41,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.41,eel,Anguilliformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.42,eel,Anguilliformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.44,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.45,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.45,eel,Anguilliformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.46,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.46,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.46,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.47,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.47,eel,Anguilliformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.47,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.48,Lagodon rhomboides,Lagodon rhomboides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.49,fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.50,Vomer setapinnis,Selene setapinnis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.51,flounder,Pleuronectiformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.52,eel,Anguilliformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.63,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.64,eel,Anguilliformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.64,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.64,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.73,Lagodon rhomboides,Lagodon rhomboides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.79,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.80,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.81,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.82,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.82,crab,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.83,rock shrimp,Sicyonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b,Lcam.84,flounder,Pleuronectiformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18b,Lcam.1,shrimps,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18b,Lcam.1,crabs,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18b,Lcam.1,tunicates,Urochordata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18b,Lcam.1,squid,Teuthida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18b,Lcam.1,mud-burrowing shrimp,Calocaris Macandreae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24d,Lcam.1,detritus,Detritus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24d,Lcam.1,shrimp,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
